Movie Name,Released Date,Genre,MPAA Rating,Year Gross,Tickets Sold
La loi du marché,"Mar 17, 2016",Drama,Not Rated,"$112,391","12,993"
O Menino e o Mundo,"Dec 11, 2015",Adventure,PG,"$111,899","12,936"
Remember the Goal,"Aug 26, 2016",Drama,PG,"$109,815","12,695"
Love the Coopers,"Nov 13, 2015",Comedy,PG-13,"$108,974","12,598"
Aferim!,"Jan 22, 2016",Black Comedy,Not Rated,"$108,110","12,498"
Against the Wild: Survive t…,"Feb 26, 2016",Adventure,PG,"$107,953","12,480"
Yellow Day,"Sep 19, 2014",Adventure,PG,"$107,325","12,407"
Dekalog,"Jun 9, 2000",Drama,Not Rated,"$105,764","12,227"
Puerto Ricans in Paris,"Jun 10, 2016",Comedy,R,"$102,890","11,894"
Paterson,"Dec 28, 2016",Comedy,R,"$100,825","11,656"
Toni Erdmann,"Dec 25, 2016",Comedy,R,"$96,893","11,201"
New York New York,"Apr 15, 2016",Drama,Not Rated,"$92,377","10,679"
Other People,"Sep 9, 2016",Drama,Not Rated,"$91,441","10,571"
Morris from America,"Aug 19, 2016",Drama,R,"$91,151","10,537"
Chaharshanbe-soori,"Mar 16, 2016",Drama,Not Rated,"$90,519","10,464"
Sufat Chol,"Sep 28, 2016",Drama,Not Rated,"$86,800","10,034"
Shan he gu ren,"Nov 5, 2015",Drama,Not Rated,"$82,913","9,585"
Cock and Bull,"Sep 16, 2016",Comedy,Not Rated,"$82,778","9,569"
Chongtian Huo,"Dec 2, 2016",Action,Not Rated,"$78,377","9,060"
Saala Khadoos,"Jan 29, 2016",Drama,Not Rated,"$76,931","8,893"
Le tout nouveau testament,"Sep 2, 2015",Comedy,Not Rated,"$75,928","8,777"
Les Cowboys,"Jun 24, 2016",Western,R,"$73,725","8,523"
The Congressman,"Apr 29, 2016",Drama,R,"$71,451","8,260"
Tamjung Hong Gil-dong: Sara…,"May 4, 2016",Action,Not Rated,"$67,054","7,751"
Max Rose,"Sep 2, 2016",Drama,Not Rated,"$66,880","7,731"
E gun tian shi,"Dec 31, 2015",Comedy,Not Rated,"$66,588","7,698"
Em La Ba Noi Cua Anh,"Feb 12, 2016",Comedy,Not Rated,"$65,718","7,597"
Sicario,"Sep 18, 2015",Thriller/Suspense,R,"$65,326","7,552"
Microbe et Gasoil,"Nov 6, 2015",Comedy,R,"$63,802","7,375"
El Rey Del Once,"Jul 29, 2016",Comedy,Not Rated,"$63,201","7,306"
Creative Control,"Mar 11, 2016",Drama,R,"$63,014","7,284"
Daughters of the Dust,"Nov 18, 2016",Drama,Not Rated,"$60,897","7,040"
Too Late,"Mar 18, 2016",Drama,Not Rated,"$60,438","6,987"
Girl Asleep,"Sep 23, 2016",Drama,Not Rated,"$60,289","6,969"
Siganitalga (시간이탈자),"Apr 15, 2016",Action,Not Rated,"$58,689","6,784"
The Daughter,"Mar 11, 2016",Drama,Not Rated,"$57,502","6,647"
The Fallen Idol,"Feb 10, 2006",Thriller/Suspense,Not Rated,"$56,822","6,569"
Hatuna MeNiyar,"Apr 15, 2016",Drama,Not Rated,"$56,196","6,496"
L'attesa,"Apr 29, 2016",Drama,Not Rated,"$55,804","6,451"
Regression,"Feb 5, 2016",Thriller/Suspense,R,"$55,039","6,362"
Clown,"Mar 26, 2015",Horror,R,"$55,007","6,359"
Burnt,"Oct 23, 2015",Comedy,R,"$54,991","6,357"
Mon roi,"Dec 3, 2015",Drama,Not Rated,"$54,114","6,255"
In a Valley of Violence,"Oct 21, 2016",Western,R,"$53,647","6,201"
High Strung,"Apr 8, 2016",Drama,PG,"$53,447","6,178"
El Club,"Oct 9, 2015",Drama,Not Rated,"$52,761","6,099"
Quand on a 17 ans,"Oct 7, 2016",Drama,Not Rated,"$52,713","6,093"
Grandma,"Aug 21, 2015",Comedy,R,"$52,304","6,046"
Rak ti Khon Kaen,"Sep 2, 2015",Drama,Not Rated,"$51,950","6,005"
Hyeong,"Nov 15, 2016",Drama,Not Rated,"$51,772","5,985"
Like for Likes,"Feb 26, 2016",Romantic Comedy,Not Rated,"$50,839","5,877"
L’ombre des femmes,"Jan 15, 2016",Drama,Not Rated,"$50,291","5,813"
Bastille Day,"Apr 6, 2016",Action,R,"$50,269","5,811"
Kraftidioten,"Aug 26, 2016",Action,R,"$50,255","5,809"
Comoara,"Jan 8, 2016",Comedy,Not Rated,"$48,508","5,607"
Ma Ma,"Sep 11, 2015",Drama,R,"$47,258","5,463"
The Greasy Strangler,"Oct 7, 2016",Thriller/Suspense,Not Rated,"$44,228","5,113"
The Land,"Jul 29, 2016",Drama,R,"$43,756","5,058"
Mastizaade,"Jan 29, 2016",Comedy,Not Rated,"$43,403","5,017"
La Battaglia di Algeri,"Jan 9, 2004",Drama,Not Rated,"$43,204","4,994"
Maryland,"Mar 25, 2016",Thriller/Suspense,Not Rated,"$42,956","4,966"
Closet Monster,"Sep 23, 2016",Drama,Not Rated,"$42,166","4,874"
A Melody to Remember,"Jan 21, 2016",Drama,Not Rated,"$41,845","4,837"
Wild Oats,"Sep 16, 2016",Comedy,PG-13,"$40,598","4,693"
Is That a Gun in Your Pocket?,"Sep 16, 2016",Comedy,R,"$39,928","4,615"
Spa Night,"Aug 19, 2016",Drama,Not Rated,"$38,578","4,459"
"En mai, fais ce qu'il te pl…","Sep 9, 2016",Drama,R,"$37,858","4,376"
Restored Me,"Jun 6, 2016",Drama,Not Rated,"$36,633","4,235"
La belle saison,"Jul 22, 2016",Drama,Not Rated,"$35,322","4,083"
Songs My Brothers Taught Me,"Sep 9, 2015",Drama,Not Rated,"$34,793","4,022"
Mr. Right,"Apr 8, 2016",Romantic Comedy,R,"$34,694","4,010"
The Homeless Billionaire,"Jun 17, 2016",Romantic Comedy,PG-13,"$34,563","3,995"
Phantom Boy,"Jul 15, 2016",Adventure,PG,"$34,361","3,972"
Last Cab to Darwin,"Jul 3, 2015",Drama,Not Rated,"$34,193","3,952"
Suffragette,"Oct 23, 2015",Drama,PG-13,"$33,817","3,909"
Equals,"Jul 15, 2016",Drama,PG-13,"$33,258","3,844"
Multiple Maniacs,"Aug 5, 2016",Comedy,NC-17,"$33,036","3,819"
The Intervention,"Aug 26, 2016",Drama,R,"$32,919","3,805"
Zhuo yao ji,"Jul 16, 2015",Adventure,Not Rated,"$32,766","3,787"
Xia You Qiao Mu,"Aug 17, 2016",Drama,Not Rated,"$31,538","3,646"
À peine j’ouvre les yeux,"Sep 9, 2016",Drama,Not Rated,"$30,989","3,582"
River of Fundament,"Dec 4, 2015",Drama,Not Rated,"$30,859","3,567"
Im Labyrinth des Schweigens,"Sep 30, 2015",Drama,R,"$30,716","3,550"
Being Charlie,"May 6, 2016",Drama,R,"$30,400","3,514"
Mænd og Høns,"Apr 22, 2016",Black Comedy,Not Rated,"$30,207","3,492"
For a Few Bullets,"Jul 15, 2016",Western,Not Rated,"$30,142","3,484"
Der Vampir auf der Couch,"Jun 10, 2016",Comedy,Not Rated,"$30,115","3,481"
3 Weeks in Yerevan,"Sep 16, 2016",Comedy,Not Rated,"$29,245","3,380"
Under the Shadow,"Oct 7, 2016",Horror,PG-13,"$28,884","3,339"
Valley of Love,"Mar 25, 2016",Drama,Not Rated,"$28,648","3,311"
Take Me to the River,"Mar 18, 2016",Drama,Not Rated,"$28,041","3,241"
Lu bian ye can,"May 20, 2016",Drama,Not Rated,"$27,477","3,176"
Unlocking the Cage,"May 25, 2016",Documentary,Not Rated,"$27,284","3,154"
The Eyes of My Mother,"Dec 2, 2016",Horror,R,"$27,099","3,132"
Anesthesia,"Jan 8, 2016",Drama,R,"$26,799","3,098"
Boi neon,"Jan 14, 2016",Drama,Not Rated,"$26,755","3,093"
Front Cover,"Aug 5, 2016",Drama,Not Rated,"$26,409","3,053"
La tete haute,"Mar 11, 2016",Drama,R,"$26,144","3,022"
The Dog Wedding,"Mar 11, 2016",Romantic Comedy,PG-13,"$25,855","2,989"
Chevalier,"Nov 26, 2015",Comedy,Not Rated,"$25,696","2,970"
Guo Nian Hao,"Feb 12, 2016",Comedy,Not Rated,"$25,358","2,931"
Banjo,"Sep 23, 2016",Action,Not Rated,"$25,140","2,906"
Ji-geum-eun-mat-go-geu-ddae…,"May 6, 2016",Romantic Comedy,Not Rated,"$24,470","2,828"
Lolo,"Oct 28, 2015",Romantic Comedy,Not Rated,"$24,134","2,790"
Evolution,"May 6, 2016",Horror,Not Rated,"$23,538","2,721"
Angry Indian Goddess,"Jun 17, 2016",Comedy,Not Rated,"$23,192","2,681"
Blue Jay,"Oct 7, 2016",Drama,Not Rated,"$21,626","2,500"
Band of Robbers,"Jan 15, 2016",Adventure,Not Rated,"$20,555","2,376"
The Sea of Trees,"Apr 29, 2016",Drama,PG-13,"$20,444","2,363"
Love Me True,"Aug 12, 2016",Romantic Comedy,Not Rated,"$20,100","2,323"
"No Pay, Nudity","Nov 11, 2016",Drama,R,"$20,017","2,314"
This Last Lonely Place,"Aug 12, 2016",Thriller/Suspense,Not Rated,"$19,993","2,311"
Search Engines,"Oct 14, 2016",Comedy,Not Rated,"$18,851","2,179"
Never,"Aug 19, 2016",Drama,Not Rated,"$18,810","2,174"
Seoul Searching,"Jun 17, 2016",Comedy,Not Rated,"$18,654","2,156"
The Channel,"Apr 8, 2016",Horror,Not Rated,"$18,319","2,117"
A Bit of Bad Luck,"May 13, 2016",Comedy,Not Rated,"$18,089","2,091"
Wildflower,"Oct 20, 2016",Drama,PG-13,"$18,062","2,088"
The Romans,"May 27, 2016",Drama,Not Rated,"$18,016","2,082"
Io la conoscevo bene,"Feb 5, 2016",Documentary,Not Rated,"$18,010","2,082"
Men go to Battle,"Jul 8, 2016",Drama,Not Rated,"$18,006","2,081"
How He Fell in Love,"Jul 8, 2016",Drama,Not Rated,"$17,575","2,031"
New World Order,"Sep 23, 2016",Action,Not Rated,"$17,345","2,005"
Tharlo,"Sep 28, 2016",Drama,Not Rated,"$16,522","1,910"
Always Shine,"Nov 25, 2016",Thriller/Suspense,Not Rated,"$16,140","1,865"
Colonia,"Apr 15, 2016",Thriller/Suspense,R,"$15,709","1,816"
The Other Half,"Dec 2, 2016",Drama,Not Rated,"$15,643","1,808"
Entertainment,"Nov 13, 2015",Drama,R,"$15,642","1,808"
Five Nights in Maine,"Aug 5, 2016",Drama,Not Rated,"$15,587","1,801"
Starcrossed,"May 13, 2016",Drama,Not Rated,"$15,263","1,764"
Already Tomorrow in Hong Kong,"Feb 12, 2016",Romantic Comedy,Not Rated,"$14,966","1,730"
The Fiancé,"Nov 11, 2016",Horror,Not Rated,"$14,120","1,632"
Tikkun,"Jun 10, 2016",Drama,Not Rated,"$13,358","1,544"
Ni le ciel ni la terre,"Aug 5, 2016",Multiple Genres,Not Rated,"$12,810","1,480"
The Monster,"Nov 11, 2016",Horror,R,"$12,544","1,450"
La città delle donne,"Feb 19, 2016",Comedy,R,"$12,516","1,446"
The Ones Below,"Mar 11, 2016",Thriller/Suspense,R,"$12,488","1,443"
Der müde Tod,"Jun 9, 2017",Thriller/Suspense,Not Rated,"$12,156","1,405"
A Reason,"Aug 28, 2015",Drama,Not Rated,"$11,829","1,367"
Remember You,"Jan 7, 2016",Drama,Not Rated,"$11,800","1,364"
Mãe Só Há Uma,"Nov 2, 2016",Drama,Not Rated,"$11,678","1,350"
Viktoria,"Apr 29, 2016",Drama,Not Rated,"$11,314","1,307"
A Matter of Faith,"Oct 17, 2014",Drama,PG,"$10,556","1,220"
Loreak,"Oct 30, 2015",Drama,Not Rated,"$10,330","1,194"
Approaching the Unknown,"Jun 3, 2016",Drama,R,"$10,232","1,182"
Into the Forest,"Jul 29, 2016",Drama,R,"$9,995","1,155"
Le règne de la beauté,"Apr 15, 2016",Drama,Not Rated,"$9,395","1,086"
What Happened Last Night,"Nov 4, 2016",Comedy,R,"$9,244","1,068"
Frank & Lola,"Dec 9, 2016",Drama,Not Rated,"$9,188","1,062"
Made in France,"Sep 23, 2016",Thriller/Suspense,Not Rated,"$9,117","1,053"
Umi ga kikoeru,"Dec 28, 2016",Drama,PG-13,"$9,089","1,050"
Chronic,"Feb 19, 2016",Drama,R,"$9,033","1,044"
Reparation,"Sep 4, 2016",Drama,Not Rated,"$8,752","1,011"
Providence,"Feb 12, 2016",Drama,Not Rated,"$8,556",989
The Olivia Experiment,"Aug 22, 2014",Comedy,Not Rated,"$8,256",954
Mojave,"Jan 22, 2016",Thriller/Suspense,R,"$8,253",954
Nightlights,"Aug 15, 2014",Drama,Not Rated,"$8,140",941
Golden Kingdom,"Jun 17, 2016",Drama,Not Rated,"$8,077",933
Coming Up Roses,"Nov 9, 2012",Drama,Not Rated,"$7,732",893
Lao shi,"Nov 30, 2016",Thriller/Suspense,Not Rated,"$7,476",864
The Preppie Connection,"Mar 18, 2016",Drama,R,"$7,138",825
Spices of Liberty,"Oct 24, 2016",Drama,PG,"$6,625",765
Gone Doggy Gone,"Jun 26, 2015",Comedy,Not Rated,"$6,609",764
"Brutti, sporchi e cattivi","Oct 21, 2016",Drama,Not Rated,"$6,590",761
The Charnel House,"Nov 4, 2016",Thriller/Suspense,R,"$6,332",732
Ghost Team,"Aug 12, 2016",Comedy,PG-13,"$6,245",721
Slash,"Dec 9, 2016",Comedy,Not Rated,"$5,902",682
Undrafted,"Jul 15, 2016",Comedy,Not Rated,"$5,777",667
Klovn Forever,"Sep 24, 2015",Comedy,Not Rated,"$5,700",658
The Carer,"Jul 22, 2016",Drama,Not Rated,"$5,102",589
A Perfect Day,"Aug 28, 2015",Drama,R,"$5,002",578
Miss Stevens,"Sep 16, 2016",Comedy,Not Rated,"$4,611",533
The Automatic Hate,"Mar 11, 2016",Drama,Not Rated,"$4,603",532
Search Party,"May 13, 2016",Comedy,R,"$4,571",528
Synchronicity,"Jan 22, 2016",Thriller/Suspense,R,"$4,505",520
As Mil e Uma Noites: Volume…,"Dec 18, 2015",Documentary,Not Rated,"$4,502",520
Auto Shop of Horrors,"Sep 23, 2016",Comedy,Not Rated,"$4,300",497
Coming Through the Rye,"Oct 14, 2016",Drama,PG-13,"$4,000",462
The Hollow,"Oct 7, 2016",Thriller/Suspense,Not Rated,"$3,755",434
The Last Film Festival,"Sep 16, 2016",Comedy,R,"$3,558",411
Mi America,"Oct 16, 2016",Drama,R,"$3,330",384
Burning Bodhi,"Mar 18, 2016",Drama,R,"$3,289",380
As Mil e Uma Noites: Volume…,"Dec 4, 2015",Drama,Not Rated,"$3,203",370
Sangailes vasara,"Nov 20, 2015",Drama,Not Rated,"$2,780",321
The Forbidden Room,"Oct 7, 2015",Comedy,Not Rated,"$2,670",308
Mekong Hotel,"Mar 4, 2016",Multiple Genres,Not Rated,"$2,502",289
De la guerre,"Nov 20, 2015",Comedy,Not Rated,"$2,414",279
Ek Hazarachi Note,"Sep 23, 2016",Drama,Not Rated,"$2,404",277
Vigilante Diaries,"Jun 24, 2016",Action,R,"$1,991",230
The Watermelon Woman,"Nov 10, 2016",Drama,Not Rated,"$1,989",229
Skiptrace,"Jul 19, 2016",Action,PG-13,"$1,792",207
A Beautiful Now,"Sep 2, 2016",Drama,R,"$1,714",198
As Mil e Uma Noites: Volume…,"Dec 11, 2015",Drama,Not Rated,"$1,559",180
Hyena Road,"Mar 11, 2016",Drama,R,"$1,430",165
The Ghosts of Johnson Woods,"Dec 2, 2016",Horror,Not Rated,"$1,080",124
Misfortune,"Aug 5, 2016",Thriller/Suspense,Not Rated,$903,104
The Pit,"Sep 30, 2016",Horror,R,$560,64
Green is Gold,"Oct 7, 2016",Drama,R,$455,52
Legends from the Sky,"Jan 30, 2015",Drama,PG,$443,51
Güeros,"May 20, 2015",Comedy,Not Rated,$428,49
Des nouvelles de la planète…,"Jul 15, 2016",Comedy,Not Rated,$310,35
Star Wars Ep. VIII: The Las…,"Dec 15, 2017",Adventure,PG-13,"$517,218,368","57,660,910"
Despicable Me 3,"Jun 30, 2017",Adventure,PG,"$264,624,300","29,501,036"
The Fate of the Furious,"Apr 14, 2017",Action,PG-13,"$225,764,765","25,168,870"
Dunkirk,"Jul 21, 2017",Action,PG-13,"$188,373,161","21,000,352"
Get Out,"Feb 24, 2017",Horror,R,"$175,484,140","19,563,449"
Jumanji: Welcome to the Jungle,"Dec 20, 2017",Adventure,PG-13,"$169,002,557","18,840,865"
Kong: Skull Island,"Mar 10, 2017",Adventure,PG-13,"$168,052,812","18,734,985"
Cars 3,"Jun 16, 2017",Adventure,G,"$152,901,115","17,045,832"
War for the Planet of the Apes,"Jul 14, 2017",Action,PG-13,"$146,880,162","16,374,600"
Split,"Jan 20, 2017",Horror,PG-13,"$138,141,585","15,400,399"
La La Land,"Dec 9, 2016",Musical,PG-13,"$116,833,190","13,024,881"
Girls Trip,"Jul 21, 2017",Comedy,R,"$115,108,515","12,832,610"
Baby Driver,"Jun 28, 2017",Thriller/Suspense,R,"$107,825,862","12,020,720"
Sing,"Dec 21, 2016",Musical,PG,"$103,831,225","11,575,387"
Annabelle: Creation,"Aug 11, 2017",Horror,R,"$102,092,201","11,381,516"
Daddy’s Home 2,"Nov 10, 2017",Comedy,PG-13,"$101,791,381","11,347,980"
John Wick: Chapter Two,"Feb 10, 2017",Action,R,"$92,029,184","10,259,663"
The Emoji Movie,"Jul 28, 2017",Adventure,PG,"$86,089,513","9,597,493"
The Hitman’s Bodyguard,"Aug 18, 2017",Action,R,"$75,468,583","8,413,442"
Alien: Covenant,"May 19, 2017",Horror,R,"$74,262,031","8,278,933"
Captain Underpants: The Fir…,"Jun 2, 2017",Adventure,PG,"$73,921,000","8,240,914"
A Bad Moms Christmas,"Nov 1, 2017",Comedy,R,"$71,891,988","8,014,714"
Happy Death Day,"Oct 13, 2017",Horror,PG-13,"$55,683,845","6,207,786"
Tyler Perry’s Boo 2! A Made…,"Oct 20, 2017",Comedy,PG-13,"$47,319,572","5,275,314"
Snatched,"May 12, 2017",Comedy,R,"$45,852,178","5,111,726"
The Great Wall,"Feb 17, 2017",Action,PG-13,"$45,157,105","5,034,236"
xXx: Return of Xander Cage,"Jan 20, 2017",Action,PG-13,"$44,898,413","5,005,397"
47 Meters Down,"Jun 16, 2017",Thriller/Suspense,PG-13,"$44,307,193","4,939,486"
Passengers,"Dec 21, 2016",Drama,PG-13,"$38,750,547","4,320,016"
Moana,"Nov 23, 2016",Adventure,PG,"$38,710,930","4,315,599"
Jigsaw,"Oct 27, 2017",Horror,R,"$38,052,832","4,242,233"
Wind River,"Aug 4, 2017",Thriller/Suspense,R,"$33,800,859","3,768,212"
Geostorm,"Oct 20, 2017",Thriller/Suspense,PG-13,"$33,578,782","3,743,454"
Monster Trucks,"Jan 13, 2017",Adventure,PG-13,"$33,370,166","3,720,196"
Fist Fight,"Feb 17, 2017",Comedy,R,"$32,187,017","3,588,296"
How to Be a Latin Lover,"Apr 28, 2017",Comedy,PG-13,"$32,149,404","3,584,103"
Lady Bird,"Nov 3, 2017",Drama,R,"$31,432,463","3,504,176"
Kidnap,"Aug 4, 2017",Thriller/Suspense,R,"$30,718,107","3,424,538"
Underworld: Blood Wars,"Jan 6, 2017",Action,R,"$30,353,973","3,383,943"
Life,"Mar 24, 2017",Thriller/Suspense,R,"$30,234,022","3,370,571"
Why Him?,"Dec 23, 2016",Comedy,R,"$29,689,870","3,309,907"
Rings,"Feb 3, 2017",Horror,PG-13,"$27,793,018","3,098,441"
Logan Lucky,"Aug 18, 2017",Comedy,PG-13,"$27,778,642","3,096,838"
Home Again,"Sep 8, 2017",Romantic Comedy,PG-13,"$27,020,284","3,012,294"
The House,"Jun 30, 2017",Comedy,R,"$25,584,504","2,852,230"
Gifted,"Jun 23, 2017",Drama,PG-13,"$24,801,212","2,764,907"
Three Billboards Outside Eb…,"Nov 10, 2017",Black Comedy,R,"$24,164,629","2,693,939"
Rough Night,"Jun 16, 2017",Black Comedy,R,"$22,105,643","2,464,397"
Ballerina,"Aug 25, 2017",Adventure,PG,"$21,858,070","2,436,797"
Manchester by the Sea,"Nov 18, 2016",Drama,R,"$19,224,674","2,143,218"
mother!,"Sep 15, 2017",Thriller/Suspense,R,"$17,800,004","1,984,392"
Downsizing,"Dec 22, 2017",Comedy,R,"$17,160,674","1,913,119"
Flatliners,"Sep 29, 2017",Horror,PG-13,"$16,883,115","1,882,176"
The Shape of Water,"Dec 1, 2017",Drama,R,"$15,670,177","1,746,954"
Wish Upon,"Jul 14, 2017",Horror,PG-13,"$14,301,505","1,594,370"
It Comes at Night,"Jun 9, 2017",Horror,R,"$13,985,117","1,559,098"
Father Figures,"Dec 22, 2017",Comedy,R,"$12,885,287","1,436,487"
Night of the Living Dead,"Oct 1, 1968",Horror,Not Rated,"$12,087,064","1,347,498"
"Roman J. Israel, Esq.","Nov 17, 2017",Drama,PG-13,"$11,851,274","1,321,212"
Unforgettable,"Apr 28, 2017",Thriller/Suspense,R,"$11,368,012","1,267,337"
The Belko Experiment,"Mar 17, 2017",Horror,R,"$10,166,820","1,133,424"
Rock Dog,"Jul 2, 2016",Adventure,PG,"$9,420,546","1,050,228"
The Promise,"Apr 28, 2017",Drama,PG-13,"$8,224,288","916,865"
A Cure for Wellness,"Feb 17, 2017",Thriller/Suspense,R,"$8,106,986","903,789"
The Space Between Us,"Feb 3, 2017",Drama,PG-13,"$7,885,294","879,074"
Gold,"Jan 27, 2017",Drama,R,"$7,227,038","805,690"
Beatriz at Dinner,"Jun 9, 2017",Drama,R,"$7,115,854","793,294"
Collateral Beauty,"Dec 16, 2016",Drama,PG-13,"$6,673,543","743,985"
Lowriders,"May 12, 2017",Drama,PG-13,"$6,179,955","688,958"
Just Getting Started,"Dec 8, 2017",Comedy,PG-13,"$6,036,997","673,020"
Suburbicon,"Oct 27, 2017",Black Comedy,R,"$5,775,178","643,832"
Paris Can Wait,"May 12, 2017",Romantic Comedy,PG,"$5,608,745","625,278"
20th Century Women,"Dec 25, 2016",Drama,R,"$5,486,187","611,615"
The Florida Project,"Oct 6, 2017",Drama,R,"$5,297,299","590,557"
Kimi no na wa,"Nov 18, 2016",Drama,PG,"$5,000,181","557,433"
Tiger Zinda Hai,"Dec 22, 2017",Action,Not Rated,"$4,572,231","509,724"
The Book of Henry,"Jun 16, 2017",Drama,PG-13,"$4,288,104","478,049"
The Hero,"Jun 9, 2017",Drama,R,"$4,077,333","454,552"
Sleight,"Apr 28, 2017",Action,R,"$3,930,990","438,237"
Norman: The Moderate Rise a…,"Apr 14, 2017",Drama,R,"$3,814,868","425,291"
Friend Request,"Jan 14, 2016",Horror,R,"$3,759,078","419,072"
Table 19,"Mar 3, 2017",Comedy,PG-13,"$3,614,896","402,998"
Phoenix Forgotten,"Apr 21, 2017",Horror,PG-13,"$3,600,146","401,354"
Til Death Do Us Part,"Sep 29, 2017",Thriller/Suspense,PG-13,"$3,424,454","381,767"
Colossal,"Apr 7, 2017",Black Comedy,R,"$3,194,575","356,139"
Close Encounters of the Thi…,"Nov 16, 1977",Drama,PG,"$3,100,479","345,650"
Ingrid Goes West,"Aug 11, 2017",Black Comedy,R,"$3,021,133","336,804"
Zhan Lang 2,"Jul 28, 2017",Action,Not Rated,"$2,721,100","303,355"
A Question of Faith,"Sep 29, 2017",Drama,PG,"$2,587,072","288,413"
Hazlo Como Hombre,"Sep 1, 2017",Comedy,R,"$2,534,252","282,525"
Forushande,"Jan 27, 2017",Drama,PG-13,"$2,402,067","267,788"
Raees,"Jan 25, 2017",Action,Not Rated,"$2,369,469","264,154"
The Resurrection of Gavin S…,"Jan 20, 2017",Comedy,PG,"$2,303,792","256,832"
The Killing of a Sacred Deer,"Nov 17, 2017",Horror,R,"$2,291,900","255,507"
Collide,"Feb 24, 2017",Action,PG-13,"$2,280,004","254,181"
Jeepers Creepers 3,"Sep 26, 2017",Horror,Not Rated,"$2,235,162","249,181"
The Lovers,"May 5, 2017",Romantic Comedy,R,"$2,194,521","244,651"
Un Padre No Tan Padre,"Jan 27, 2017",Comedy,PG-13,"$2,156,047","240,361"
Brad’s Status,"Sep 15, 2017",Comedy,R,"$2,133,158","237,810"
Paterson,"Dec 28, 2016",Comedy,R,"$2,040,598","227,491"
Good Time,"Aug 11, 2017",Drama,R,"$2,026,498","225,919"
Badrinath Ki Dulhania,"Mar 10, 2017",Comedy,Not Rated,"$1,993,259","222,214"
Todos Queremos a Alguien,"Feb 17, 2017",Romantic Comedy,PG-13,"$1,915,789","213,577"
The Wall,"May 12, 2017",Thriller/Suspense,R,"$1,803,064","201,010"
Free Fire,"Apr 21, 2017",Action,R,"$1,799,322","200,593"
The Last Word,"Mar 3, 2017",Drama,R,"$1,779,620","198,396"
Menashe,"Jul 28, 2017",Drama,PG,"$1,702,996","189,854"
Slamma Jamma,"Mar 24, 2017",Drama,PG,"$1,687,000","188,071"
The Comedian,"Feb 3, 2017",Comedy,R,"$1,658,706","184,917"
Jolly LLB 2,"Feb 10, 2017",Black Comedy,Not Rated,"$1,654,254","184,421"
The Little Hours,"Jun 30, 2017",Black Comedy,R,"$1,647,175","183,631"
Terminator 2: Judgment Day,"Jul 2, 1991",Action,R,"$1,605,359","178,969"
A Ghost Story,"Jul 7, 2017",Drama,R,"$1,594,798","177,792"
Fang Hua,"Dec 15, 2017",Drama,Not Rated,"$1,579,715","176,110"
Judwaa 2,"Sep 29, 2017",Action,Not Rated,"$1,431,255","159,560"
Laavor et hakir,"Dec 16, 2016",Action,PG,"$1,412,404","157,458"
Toni Erdmann,"Dec 25, 2016",Comedy,R,"$1,382,067","154,076"
Wonder Wheel,"Dec 1, 2017",Drama,PG-13,"$1,306,606","145,663"
Personal Shopper,"Nov 19, 2016",Thriller/Suspense,R,"$1,305,195","145,506"
Julieta,"Apr 8, 2016",Drama,R,"$1,286,485","143,420"
Jab Harry Met Sejal,"Aug 4, 2017",Romantic Comedy,Not Rated,"$1,284,740","143,226"
The Square,"Oct 27, 2017",Drama,R,"$1,223,426","136,390"
Ismach Hatani,"Mar 17, 2017",Comedy,Not Rated,"$1,200,885","133,877"
Viceroy’s House,"Mar 3, 2017",Drama,Not Rated,"$1,105,717","123,268"
Columbus,"Aug 4, 2017",Drama,Not Rated,"$1,017,107","113,389"
Lucky,"Sep 29, 2017",Drama,Not Rated,"$955,925","106,569"
La Tortue Rouge,"Jul 7, 2016",Adventure,PG,"$920,057","102,570"
Xi You Fu Yao Pian,"Feb 3, 2017",Action,PG-13,"$880,346","98,143"
Jagga Jasoos,"Jul 14, 2017",Adventure,Not Rated,"$861,740","96,069"
Patti Cake$,"Aug 18, 2017",Comedy,R,"$800,148","89,203"
Mubarakan,"Jul 28, 2017",Romantic Comedy,PG-13,"$758,868","84,601"
Toilet: Ek Prem Katha,"Aug 11, 2017",Comedy,Not Rated,"$709,420","79,088"
Titanic,"Dec 19, 1997",Drama,PG-13,"$691,642","77,106"
Paris pieds nus,"Jun 16, 2017",Drama,Not Rated,"$691,597","77,101"
The Only Living Boy in New …,"Aug 11, 2017",Drama,R,"$624,332","69,602"
Visages villages,"Oct 6, 2017",Documentary,PG,"$604,636","67,406"
Sage femme,"Jul 21, 2017",Thriller/Suspense,Not Rated,"$603,582","67,288"
Jìyì dàshī,"Apr 28, 2017",Thriller/Suspense,Not Rated,"$587,470","65,492"
Master,"Jan 6, 2017",Action,Not Rated,"$584,298","65,139"
Novitiate,"Oct 27, 2017",Drama,R,"$567,050","63,216"
Bitter Harvest,"Feb 24, 2017",Drama,R,"$557,241","62,122"
Phantom Thread,"May 26, 2018",Drama,R,"$527,840","58,845"
Brigsby Bear,"Jul 28, 2017",Comedy,PG-13,"$515,765","57,498"
Raw,"Apr 14, 2017",Horror,R,"$514,870","57,399"
Allied,"Nov 23, 2016",Drama,R,"$499,123","55,643"
Confidential Assignment,"Feb 3, 2017",Action,Not Rated,"$475,618","53,023"
Beach Rats,"Aug 25, 2017",Drama,R,"$471,286","52,540"
